account_id,name,address,latest_update_datetime,queue,status
64713,John Johnson,"87 Oak Street, Belfast",2025-01-19T14:53:17.000000,OTHER,ARCHIVED
47933,Emma Brown,"79 Elm Street, Kilkenny",2025-01-20T03:49:35.000000,SETTLED,SETTLED
29600,Daniel Martinez,"184 Elm Street, Limerick",2025-01-21T01:48:34.000000,SETTLED,SETTLED
77395,Olivia Jones,"178 Riverside Drive, Kilkenny",2025-01-21T06:35:45.000000,TRACE,GONEAWAY
15757,Sophia Williams,"79 Sunset Boulevard, Dublin",2025-01-21T14:25:31.000000,COLLECTIONS,PRIME_D
80893,Alex Wilson,"36 Cedar Lane, Sligo",2025-01-22T02:10:46.000000,PAYING,PAY PROP
31933,David Williams,"15 Elm Street, Cork",2025-01-22T04:19:50.000000,LEGAL,LEG_TIT
61934,Sarah Johnson,"36 Maple Avenue, Cork",2025-01-22T10:20:59.000000,COLLECTIONS,CANCEL2
11254,Maria Brown,"48 Elm Street, Kilkenny",2025-01-22T12:01:38.000000,OTHER,ARCHIVED
21415,David Jones,"172 Maple Avenue, Kilkenny",2025-01-22T18:22:50.000000,OTHER,ARCHIVED
17880,Emma Davis,"52 Pine Road, Cork",2025-01-22T20:22:01.000000,TRACE,GONEAWAY
11916,John Miller,"42 Cedar Lane, Kilkenny",2025-01-22T22:15:53.000000,PAYING,PAY CURR
61550,Maria Brown,"98 Riverside Drive, Galway",2025-01-22T23:18:28.000000,SETTLED,SETTLED
78353,John Rodriguez,"87 Oak Street, Galway",2025-01-22T23:35:05.000000,LEGAL,LEG VERIF 1
35227,Emma Brown,"44 Hillcrest Road, Sligo",2025-01-23T00:02:11.000000,INSOLVENCY,INS1
98298,Sarah Williams,"118 Elm Street, Cork",2025-01-23T00:34:43.000000,PAYING,PAY PROP
34083,Michael Davis,"37 Hillcrest Road, Cork",2025-01-23T01:02:55.000000,TRACE,GONEAWAY
51089,Laura Garcia,"41 Maple Avenue, Galway",2025-01-23T06:17:55.000000,PAYING,PAY CURR
74104,Sarah Rodriguez,"106 Riverside Drive, Kilkenny",2025-01-23T08:17:58.000000,TRACE,GONEAWAY
35861,David Johnson,"103 Cedar Lane, Galway",2025-01-23T10:11:21.000000,TRACE,GONEAWAY
69313,Alex Davis,"143 Riverside Drive, Cork",2025-01-23T10:32:42.000000,COLLECTIONS,CANCEL4
13883,David Smith,"74 Sunset Boulevard, Cork",2025-01-23T15:31:54.000000,INSOLVENCY,INSP
72758,Emma Brown,"197 Oak Street, Dublin",2025-01-23T17:40:12.000000,COLLECTIONS,PAY OVER
53016,Laura Johnson,"197 Oak Street, Belfast",2025-01-23T22:55:34.000000,OTHER,ARCHIVED
70219,John Johnson,"59 Maple Avenue, Sligo",2025-01-23T23:18:01.000000,OTHER,ARCHIVED
52137,David Brown,"158 Cedar Lane, Sligo",2025-01-23T23:50:43.000000,OTHER,ARCHIVED
78987,Maria Smith,"55 Oak Street, Limerick",2025-01-24T11:31:46.000000,INSOLVENCY,INS3
98254,Sarah Rodriguez,"3 Pine Road, Sligo",2025-01-24T12:12:14.000000,TRACE,GONEAWAY
53131,Emma Garcia,"41 Elm Street, Sligo",2025-01-24T17:00:33.000000,PAYING,PAY PROP
95948,James Davis,"45 Riverside Drive, Cork",2025-01-24T19:16:51.000000,LEGAL,LEG_TIT
45393,Emma Wilson,"84 Sunset Boulevard, Galway",2025-01-24T20:18:31.000000,OTHER,ARCHIVED
41546,David Williams,"178 Sunset Boulevard, Cork",2025-01-25T01:02:17.000000,TRACE,GONEAWAY
87432,John Martinez,"107 Pine Road, Dublin",2025-01-25T02:22:10.000000,PAYING,PAY PROP
55047,James Martinez,"78 Pine Road, Waterford",2025-01-25T04:52:15.000000,OTHER,ARCHIVED
58984,Daniel Brown,"123 Pine Road, Cork",2025-01-25T05:13:09.000000,INSOLVENCY,INS1
98254,Sarah Rodriguez,"3 Pine Road, Sligo",2025-01-25T05:23:43.000000,PAYING,PAY CURR
97132,Sophia Jones,"183 Oak Street, Belfast",2025-01-25T05:40:19.000000,LEGAL,LEG_TIT
35504,Daniel Garcia,"53 Cedar Lane, Kilkenny",2025-01-25T11:26:29.000000,SETTLED,SETTLED
82735,James Smith,"105 Riverside Drive, Limerick",2025-01-25T17:07:10.000000,INSOLVENCY,INS4
91712,Maria Martinez,"181 Maple Avenue, Dublin",2025-01-25T18:00:16.000000,COLLECTIONS,PAY OVER
87394,Daniel Smith,"142 Sunset Boulevard, Waterford",2025-01-25T18:40:53.000000,TRACE,GONEAWAY
86015,Sarah Miller,"151 Sunset Boulevard, Kilkenny",2025-01-25T20:37:31.000000,PAYING,PAY CURR
62377,Olivia Brown,"156 Pine Road, Sligo",2025-01-25T21:14:26.000000,SETTLED,SETTLED
64136,Laura Garcia,"146 Cedar Lane, Sligo",2025-01-26T02:21:39.000000,TRACE,GONEAWAY
66755,Laura Martinez,"93 Elm Street, Sligo",2025-01-26T06:30:02.000000,TRACE,GONEAWAY
14567,Sophia Davis,"52 Elm Street, Belfast",2025-01-26T18:10:50.000000,PAYING,PAY CURR
68436,Emma Johnson,"189 Oak Street, Cork",2025-01-26T22:34:25.000000,LEGAL,LEG_NOT
60001,Alex Brown,"57 Cedar Lane, Kilkenny",2025-01-27T01:17:44.000000,LEGAL,HOLD FO
87813,Olivia Johnson,"55 Hillcrest Road, Galway",2025-01-27T04:38:59.000000,LEGAL,LEG_TIT
95291,Michael Garcia,"159 Oak Street, Sligo",2025-01-27T09:32:37.000000,OTHER,ARCHIVED
11352,Alex Johnson,"38 Hillcrest Road, Sligo",2025-01-27T11:44:08.000000,LEGAL,LEG VERIF 1
45571,Emma Martinez,"93 Cedar Lane, Limerick",2025-01-27T12:45:34.000000,OTHER,ARCHIVED
91331,Olivia Rodriguez,"24 Cedar Lane, Dublin",2025-01-28T14:04:22.000000,TRACE,GONEAWAY
66106,Michael Davis,"56 Pine Road, Galway",2025-01-28T19:25:10.000000,PAYING,PAY CURR
75042,Sophia Jones,"52 Cedar Lane, Limerick",2025-01-29T01:20:31.000000,OTHER,ARCHIVED
85557,James Smith,"69 Oak Street, Kilkenny",2025-01-30T00:09:29.000000,TRACE,GONEAWAY
46992,James Williams,"15 Cedar Lane, Dublin",2025-01-30T00:32:16.000000,COLLECTIONS,CANCEL4
70219,John Johnson,"59 Maple Avenue, Sligo",2025-01-30T01:03:33.000000,SETTLED,SETTLED
87813,Olivia Johnson,"55 Hillcrest Road, Galway",2025-01-30T02:11:36.000000,PAYING,PAY CURR
87432,John Martinez,"107 Pine Road, Dublin",2025-01-30T03:06:22.000000,TRACE,GONEAWAY
39776,Maria Davis,"113 Maple Avenue, Kilkenny",2025-01-30T06:04:29.000000,INSOLVENCY,INS3
12247,Laura Smith,"200 Pine Road, Dublin",2025-01-30T08:11:01.000000,INSOLVENCY,INS1
29593,Laura Jones,"9 Cedar Lane, Dublin",2025-01-30T09:22:03.000000,OTHER,ARCHIVED
55047,James Martinez,"78 Pine Road, Waterford",2025-01-30T10:36:52.000000,COLLECTIONS,TELSOLUTIONS1
48354,Michael Smith,"186 Sunset Boulevard, Kilkenny",2025-01-30T12:48:15.000000,TRACE,GONEAWAY
34083,Michael Davis,"37 Hillcrest Road, Cork",2025-01-30T12:50:57.000000,INSOLVENCY,INS1
67303,Laura Smith,"145 Cedar Lane, Belfast",2025-01-30T13:18:37.000000,TRACE,GONEAWAY
25635,David Martinez,"75 Maple Avenue, Galway",2025-01-30T14:35:10.000000,SETTLED,SETTLED
30531,Sarah Garcia,"107 Sunset Boulevard, Waterford",2025-01-30T14:40:59.000000,TRACE,GONEAWAY
92889,John Martinez,"90 Cedar Lane, Waterford",2025-01-30T16:03:59.000000,TRACE,GONEAWAY
78633,James Davis,"20 Maple Avenue, Waterford",2025-01-30T20:33:35.000000,COLLECTIONS,CANCEL2
40659,Sophia Rodriguez,"173 Sunset Boulevard, Kilkenny",2025-01-30T21:02:19.000000,SETTLED,SETTLED
58984,Daniel Brown,"123 Pine Road, Cork",2025-01-31T02:00:08.000000,OTHER,ARCHIVED
58120,Alex Jones,"138 Riverside Drive, Kilkenny",2025-01-31T02:04:58.000000,PAYING,PAY CURR
93809,Sophia Brown,"68 Riverside Drive, Dublin",2025-01-31T04:39:26.000000,COLLECTIONS,CANCEL4
14117,Sophia Jones,"44 Cedar Lane, Dublin",2025-01-31T04:54:07.000000,LEGAL,HOLD FO
19372,Michael Johnson,"33 Maple Avenue, Belfast",2025-01-31T06:26:48.000000,TRACE,GONEAWAY
73556,Emma Rodriguez,"154 Oak Street, Belfast",2025-01-31T09:04:18.000000,COLLECTIONS,CANCEL4
54275,Alex Jones,"90 Oak Street, Sligo",2025-01-31T11:51:26.000000,SETTLED,SETTLED
67687,Maria Martinez,"196 Riverside Drive, Belfast",2025-01-31T11:54:56.000000,COLLECTIONS,PAY OVER
95997,Michael Martinez,"118 Elm Street, Waterford",2025-01-31T12:07:21.000000,PAYING,PAY PROP
44502,Maria Williams,"27 Elm Street, Kilkenny",2025-01-31T12:12:03.000000,COLLECTIONS,PRIME_D
22367,Maria Martinez,"51 Elm Street, Dublin",2025-01-31T13:17:08.000000,LEGAL,LEG_NOT
98909,Michael Rodriguez,"83 Maple Avenue, Limerick",2025-01-31T17:52:37.000000,TRACE,GONEAWAY
20457,Maria Jones,"172 Elm Street, Sligo",2025-01-31T19:31:38.000000,PAYING,PAY PROP
34083,Michael Davis,"37 Hillcrest Road, Cork",2025-02-01T02:36:21.000000,SETTLED,SETTLED
39313,John Jones,"90 Riverside Drive, Waterford",2025-02-01T06:00:07.000000,COLLECTIONS,PAY OVER
86013,Daniel Smith,"124 Sunset Boulevard, Belfast",2025-02-04T05:06:11.000000,PAYING,PAY CURR
13664,Emma Wilson,"1 Cedar Lane, Galway",2025-02-04T06:50:33.000000,TRACE,GONEAWAY
98298,Sarah Williams,"118 Elm Street, Cork",2025-02-04T08:12:00.000000,TRACE,GONEAWAY
43314,Michael Miller,"13 Elm Street, Belfast",2025-02-04T10:11:49.000000,SETTLED,SETTLED
46986,James Martinez,"81 Hillcrest Road, Belfast",2025-02-04T10:20:45.000000,OTHER,ARCHIVED
83620,David Wilson,"122 Pine Road, Waterford",2025-02-04T14:50:11.000000,SETTLED,SETTLED
65156,Sarah Smith,"138 Elm Street, Galway",2025-02-04T14:57:01.000000,COLLECTIONS,CASSIST2
58473,Sophia Brown,"162 Elm Street, Galway",2025-02-04T17:06:27.000000,TRACE,GONEAWAY
84256,Sarah Brown,"185 Elm Street, Waterford",2025-02-04T18:37:10.000000,PAYING,PAY PROP
82735,James Smith,"105 Riverside Drive, Limerick",2025-02-04T20:25:39.000000,OTHER,ARCHIVED
35919,Olivia Rodriguez,"168 Elm Street, Belfast",2025-02-04T22:31:01.000000,COLLECTIONS,PRIME
77395,Olivia Jones,"178 Riverside Drive, Kilkenny",2025-02-05T01:11:27.000000,LEGAL,LEG VERIF 2
81029,Michael Garcia,"163 Elm Street, Waterford",2025-02-05T02:45:11.000000,COLLECTIONS,CASSIST2
87394,Daniel Smith,"142 Sunset Boulevard, Waterford",2025-02-05T03:24:07.000000,LEGAL,LEG VERIF 1
91712,Maria Martinez,"181 Maple Avenue, Dublin",2025-02-05T03:30:28.000000,OTHER,ARCHIVED
42494,Olivia Rodriguez,"146 Pine Road, Waterford",2025-02-05T03:44:56.000000,PAYING,PAY CURR
85922,John Rodriguez,"94 Pine Road, Sligo",2025-02-05T05:24:13.000000,TRACE,GONEAWAY
48388,Alex Smith,"63 Hillcrest Road, Limerick",2025-02-05T07:10:53.000000,TRACE,GONEAWAY
19086,Laura Brown,"88 Cedar Lane, Sligo",2025-02-05T10:11:18.000000,SETTLED,SETTLED
51216,Olivia Martinez,"180 Pine Road, Waterford",2025-02-05T15:33:48.000000,SETTLED,SETTLED
75723,Olivia Williams,"141 Pine Road, Waterford",2025-02-05T15:52:53.000000,COLLECTIONS,PAY OVER
20457,Maria Jones,"172 Elm Street, Sligo",2025-02-05T16:02:07.000000,TRACE,GONEAWAY
17320,Maria Martinez,"117 Sunset Boulevard, Belfast",2025-02-05T17:37:07.000000,TRACE,GONEAWAY
94606,Sophia Davis,"154 Elm Street, Waterford",2025-02-05T18:31:15.000000,INSOLVENCY,INS4
13883,David Smith,"74 Sunset Boulevard, Cork",2025-02-05T19:41:02.000000,LEGAL,HOLD FO
63538,Alex Brown,"134 Hillcrest Road, Cork",2025-02-05T20:23:05.000000,TRACE,GONEAWAY
11254,Maria Brown,"48 Elm Street, Kilkenny",2025-02-05T21:50:07.000000,INSOLVENCY,INS4
87459,Alex Jones,"102 Cedar Lane, Belfast",2025-02-05T22:34:24.000000,COLLECTIONS,CANCEL2
88654,Michael Rodriguez,"128 Oak Street, Kilkenny",2025-02-06T02:41:52.000000,OTHER,ARCHIVED
78987,Maria Smith,"55 Oak Street, Limerick",2025-02-06T04:36:44.000000,SETTLED,SETTLED
31933,David Williams,"15 Elm Street, Cork",2025-02-06T07:24:54.000000,INSOLVENCY,INS3
95291,Michael Garcia,"159 Oak Street, Sligo",2025-02-06T08:07:15.000000,OTHER,ARCHIVED
77395,Olivia Jones,"178 Riverside Drive, Kilkenny",2025-02-06T08:49:52.000000,PAYING,PAY CURR
70629,Michael Rodriguez,"172 Oak Street, Belfast",2025-02-06T09:13:37.000000,TRACE,GONEAWAY
39966,Alex Johnson,"2 Riverside Drive, Limerick",2025-02-06T11:13:46.000000,COLLECTIONS,CANCEL2
28382,Daniel Miller,"64 Maple Avenue, Kilkenny",2025-02-06T12:14:42.000000,SETTLED,SETTLED
17880,Emma Davis,"52 Pine Road, Cork",2025-02-06T16:14:41.000000,PAYING,PAY CURR
84455,Daniel Smith,"118 Maple Avenue, Galway",2025-02-06T23:30:15.000000,LEGAL,HOLD FO
80451,Sophia Wilson,"3 Hillcrest Road, Cork",2025-02-06T23:55:47.000000,INSOLVENCY,INS2
