account_id,name,address,latest_update_datetime,queue,status
14671,Michael Rodriguez,"133 Pine Road, Sligo",2025-10-19T12:00:29.000000,LEGAL,LEG VERIF 2
14961,John Davis,"179 Riverside Drive, Dublin",2025-07-28T14:20:07.000000,COLLECTIONS,PRIME_D
15248,Maria Martinez,"86 Elm Street, Belfast",2025-10-25T18:55:58.000000,LEGAL,LEG VERIF 2
15680,John Miller,"125 Sunset Boulevard, Sligo",2025-07-16T01:45:15.000000,LEGAL,LEG_NOT
15757,Sophia Williams,"79 Sunset Boulevard, Dublin",2025-10-20T00:56:36.000000,COLLECTIONS,TELSOLUTIONS1
16077,Alex Jones,"35 Riverside Drive, Waterford",2025-11-21T16:18:50.000000,LEGAL,LEG VERIF 2
16198,Laura Williams,"167 Elm Street, Limerick",2025-07-03T14:34:27.000000,COLLECTIONS,TELSOLUTIONS4
16402,Sarah Rodriguez,"146 Maple Avenue, Limerick",2025-02-13T20:42:32.000000,COLLECTIONS,CANCEL4
16628,Sarah Rodriguez,"164 Pine Road, Galway",2025-08-03T01:17:21.000000,COLLECTIONS,CANCEL4
16913,Laura Smith,"142 Riverside Drive, Cork",2025-03-24T17:13:45.000000,LEGAL,HOLD FO
17320,Maria Martinez,"117 Sunset Boulevard, Belfast",2025-11-20T11:52:32.000000,COLLECTIONS,CASSIST2
17346,Daniel Wilson,"37 Riverside Drive, Limerick",2025-11-23T12:22:31.000000,COLLECTIONS,CANCEL4
17880,Emma Davis,"52 Pine Road, Cork",2025-10-25T15:59:56.000000,COLLECTIONS,CANCEL2
17948,Alex Martinez,"128 Riverside Drive, Kilkenny",2025-06-17T17:16:00.000000,COLLECTIONS,CANCEL2
17993,Alex Smith,"170 Sunset Boulevard, Belfast",2025-11-20T12:01:04.000000,COLLECTIONS,CASSIST2
18486,Olivia Rodriguez,"20 Oak Street, Dublin",2025-09-22T14:57:12.000000,LEGAL,LEG VERIF 1
18838,Alex Martinez,"163 Elm Street, Limerick",2025-05-17T09:01:23.000000,COLLECTIONS,TELSOLUTIONS1
19086,Laura Brown,"88 Cedar Lane, Sligo",2025-05-28T13:29:02.000000,LEGAL,LEG VERIF 1
19099,Michael Smith,"93 Pine Road, Waterford",2025-11-03T17:03:19.000000,LEGAL,LEG_TIT
19372,Michael Johnson,"33 Maple Avenue, Belfast",2025-10-03T09:46:32.000000,COLLECTIONS,PAY OVER
19413,Sophia Jones,"52 Sunset Boulevard, Limerick",2025-09-11T17:03:49.000000,COLLECTIONS,PAY OVER
19523,Michael Wilson,"179 Elm Street, Sligo",2025-11-23T04:13:42.000000,COLLECTIONS,CANCEL4
19675,James Davis,"154 Hillcrest Road, Dublin",2025-08-09T03:44:39.000000,LEGAL,LEG VERIF 1
19986,Alex Smith,"130 Oak Street, Galway",2025-11-10T05:18:49.000000,LEGAL,LEG_NOT
20233,Michael Davis,"60 Riverside Drive, Belfast",2025-04-08T17:55:05.000000,COLLECTIONS,PRIME_D
20307,James Williams,"149 Riverside Drive, Limerick",2025-10-19T19:38:50.000000,COLLECTIONS,CASSIST2
20507,Olivia Rodriguez,"17 Maple Avenue, Dublin",2025-10-18T02:33:31.000000,LEGAL,HOLD FO
21399,David Williams,"41 Pine Road, Sligo",2025-10-01T21:08:22.000000,LEGAL,LEG VERIF 1
21415,David Jones,"172 Maple Avenue, Kilkenny",2025-11-26T09:39:41.000000,COLLECTIONS,CASSIST2
21418,Sarah Miller,"81 Riverside Drive, Galway",2025-02-11T05:12:44.000000,LEGAL,HOLD FO
21453,John Garcia,"90 Sunset Boulevard, Waterford",2025-11-23T18:14:03.000000,LEGAL,LEG VERIF 2
21489,Daniel Jones,"50 Riverside Drive, Galway",2025-08-26T02:12:51.000000,LEGAL,LEG VERIF 2
21698,Emma Miller,"48 Cedar Lane, Dublin",2025-02-24T01:37:01.000000,COLLECTIONS,TELSOLUTIONS1
22047,James Jones,"37 Sunset Boulevard, Belfast",2025-11-20T02:24:24.000000,LEGAL,HOLD FO
22367,Maria Martinez,"51 Elm Street, Dublin",2025-08-24T00:58:46.000000,COLLECTIONS,PRIME_D
23382,David Garcia,"142 Hillcrest Road, Galway",2025-08-10T02:04:26.000000,LEGAL,LEG VERIF 1
23780,David Williams,"197 Hillcrest Road, Cork",2025-02-14T17:38:33.000000,COLLECTIONS,PRIME_D
23982,James Jones,"81 Pine Road, Kilkenny",2025-04-09T17:45:35.000000,LEGAL,HOLD FO
24815,Laura Garcia,"134 Riverside Drive, Kilkenny",2025-03-19T09:36:41.000000,COLLECTIONS,CASSIST2
25000,Maria Martinez,"48 Elm Street, Galway",2025-07-28T11:24:09.000000,COLLECTIONS,TELSOLUTIONS1
25073,John Davis,"156 Elm Street, Galway",2025-11-12T13:16:57.000000,LEGAL,LEG VERIF 2
25633,Daniel Williams,"32 Sunset Boulevard, Sligo",2025-06-19T08:43:52.000000,COLLECTIONS,CANCEL4
25635,David Martinez,"75 Maple Avenue, Galway",2025-03-20T15:49:14.000000,LEGAL,LEG_NOT
25733,David Brown,"63 Sunset Boulevard, Kilkenny",2025-08-02T08:20:00.000000,LEGAL,LEG VERIF 1
26168,Maria Williams,"120 Cedar Lane, Belfast",2025-07-27T23:07:54.000000,COLLECTIONS,PRIME
26232,Daniel Davis,"106 Pine Road, Belfast",2025-10-06T01:40:15.000000,COLLECTIONS,PRIME_D
26514,Sophia Smith,"135 Sunset Boulevard, Limerick",2025-06-06T04:50:02.000000,LEGAL,HOLD FO
26686,James Johnson,"43 Riverside Drive, Waterford",2025-10-21T06:44:06.000000,LEGAL,LEG_TIT
26696,Sarah Rodriguez,"73 Maple Avenue, Kilkenny",2025-08-31T16:04:45.000000,LEGAL,LEG_TIT
26742,Laura Miller,"18 Maple Avenue, Waterford",2025-10-06T09:31:55.000000,COLLECTIONS,PRIME_D
26918,Alex Miller,"81 Hillcrest Road, Belfast",2025-03-30T05:49:38.000000,COLLECTIONS,TELSOLUTIONS1
27223,Sophia Rodriguez,"165 Cedar Lane, Kilkenny",2025-10-08T07:58:10.000000,COLLECTIONS,TELSOLUTIONS1
27482,Sophia Smith,"93 Elm Street, Dublin",2025-10-25T07:57:38.000000,LEGAL,LEG_NOT
27497,John Garcia,"165 Maple Avenue, Limerick",2025-09-06T19:40:15.000000,COLLECTIONS,CANCEL2
27543,John Jones,"90 Elm Street, Kilkenny",2025-09-21T13:10:37.000000,COLLECTIONS,TELSOLUTIONS1
27620,Daniel Wilson,"79 Sunset Boulevard, Sligo",2025-11-06T08:38:52.000000,COLLECTIONS,TELSOLUTIONS4
27789,Laura Johnson,"199 Riverside Drive, Limerick",2025-08-26T09:34:12.000000,COLLECTIONS,PRIME_D
27800,Olivia Davis,"28 Sunset Boulevard, Waterford",2025-10-08T23:58:04.000000,LEGAL,LEG_NOT
28382,Daniel Miller,"64 Maple Avenue, Kilkenny",2025-04-17T17:10:55.000000,LEGAL,LEG_NOT
28442,Emma Rodriguez,"145 Elm Street, Dublin",2025-09-22T10:55:37.000000,LEGAL,LEG_TIT
28504,Maria Jones,"169 Oak Street, Sligo",2025-10-07T16:11:11.000000,COLLECTIONS,PAY OVER
29210,David Brown,"69 Oak Street, Kilkenny",2025-03-13T17:37:05.000000,LEGAL,LEG VERIF 2
29593,Laura Jones,"9 Cedar Lane, Dublin",2025-05-31T09:46:06.000000,COLLECTIONS,CASSIST2
29623,James Smith,"134 Riverside Drive, Waterford",2025-01-13T13:42:04.000000,COLLECTIONS,PAY OVER
29836,John Johnson,"74 Sunset Boulevard, Waterford",2025-10-01T16:22:53.000000,COLLECTIONS,TELSOLUTIONS4
30496,John Wilson,"28 Riverside Drive, Galway",2025-05-10T07:53:43.000000,LEGAL,LEG_NOT
30531,Sarah Garcia,"107 Sunset Boulevard, Waterford",2025-03-25T04:45:37.000000,LEGAL,LEG_TIT
30746,Alex Miller,"32 Oak Street, Cork",2025-07-31T18:35:22.000000,COLLECTIONS,CANCEL2
30817,Daniel Johnson,"134 Hillcrest Road, Limerick",2025-10-28T20:26:40.000000,LEGAL,LEG_TIT
30943,Sarah Brown,"85 Sunset Boulevard, Dublin",2025-11-04T04:16:28.000000,COLLECTIONS,CANCEL2
31172,Olivia Smith,"102 Sunset Boulevard, Dublin",2025-07-19T11:12:14.000000,LEGAL,LEG_TIT
31233,Daniel Wilson,"55 Maple Avenue, Waterford",2025-11-05T16:00:36.000000,COLLECTIONS,CASSIST2
31463,Sarah Garcia,"113 Hillcrest Road, Galway",2025-02-24T14:16:44.000000,COLLECTIONS,CASSIST2
31527,Sarah Garcia,"145 Oak Street, Kilkenny",2025-09-07T19:33:32.000000,COLLECTIONS,TELSOLUTIONS1
31658,Alex Wilson,"73 Riverside Drive, Cork",2025-09-14T04:51:50.000000,COLLECTIONS,PAY OVER
31903,Alex Brown,"183 Cedar Lane, Waterford",2025-09-08T07:51:06.000000,COLLECTIONS,TELSOLUTIONS1
31933,David Williams,"15 Elm Street, Cork",2025-09-08T02:15:28.000000,COLLECTIONS,TELSOLUTIONS4
32252,Michael Brown,"111 Elm Street, Belfast",2025-06-26T10:35:14.000000,LEGAL,LEG VERIF 2
32283,James Johnson,"41 Pine Road, Cork",2025-09-15T15:08:39.000000,LEGAL,LEG VERIF 1
32552,Sophia Smith,"145 Cedar Lane, Cork",2025-09-22T00:01:16.000000,LEGAL,HOLD FO
32687,Michael Wilson,"97 Cedar Lane, Dublin",2025-06-29T15:30:27.000000,COLLECTIONS,TELSOLUTIONS1
32832,Sophia Davis,"68 Sunset Boulevard, Limerick",2025-02-28T06:34:35.000000,COLLECTIONS,CASSIST2
32998,James Wilson,"1 Elm Street, Galway",2025-08-30T06:40:11.000000,LEGAL,HOLD FO
33057,Olivia Jones,"21 Hillcrest Road, Cork",2025-07-16T21:24:37.000000,COLLECTIONS,PRIME_D
33347,David Jones,"157 Sunset Boulevard, Sligo",2025-09-13T13:23:57.000000,LEGAL,LEG VERIF 1
33376,Emma Smith,"35 Sunset Boulevard, Kilkenny",2025-11-09T21:49:27.000000,COLLECTIONS,PAY OVER
33687,Michael Wilson,"175 Pine Road, Belfast",2025-07-05T06:10:11.000000,COLLECTIONS,TELSOLUTIONS1
33783,Emma Garcia,"158 Cedar Lane, Belfast",2025-01-08T10:23:35.000000,LEGAL,LEG_TIT
34002,James Johnson,"200 Oak Street, Waterford",2025-11-24T13:04:40.000000,COLLECTIONS,CANCEL4
34083,Michael Davis,"37 Hillcrest Road, Cork",2025-09-15T07:33:37.000000,LEGAL,LEG_TIT
34108,Laura Jones,"183 Pine Road, Galway",2025-05-31T12:30:52.000000,COLLECTIONS,PRIME
34177,Sarah Jones,"63 Hillcrest Road, Limerick",2025-08-04T17:40:53.000000,LEGAL,LEG_TIT
34223,Sophia Davis,"55 Riverside Drive, Belfast",2025-10-18T00:12:49.000000,LEGAL,LEG VERIF 2
34650,Daniel Miller,"37 Elm Street, Belfast",2025-07-15T19:12:18.000000,COLLECTIONS,CASSIST2
35227,Emma Brown,"44 Hillcrest Road, Sligo",2025-11-01T03:33:35.000000,COLLECTIONS,CANCEL4
35401,John Miller,"164 Sunset Boulevard, Belfast",2025-08-03T20:36:05.000000,LEGAL,LEG_NOT
35504,Daniel Garcia,"53 Cedar Lane, Kilkenny",2025-09-20T01:49:36.000000,COLLECTIONS,PAY OVER
35919,Olivia Rodriguez,"168 Elm Street, Belfast",2025-11-14T18:16:44.000000,COLLECTIONS,PRIME
36291,David Davis,"39 Elm Street, Dublin",2025-02-21T13:46:04.000000,COLLECTIONS,PAY OVER
36313,David Smith,"102 Sunset Boulevard, Sligo",2025-07-28T14:49:00.000000,COLLECTIONS,PRIME_D
36459,Sarah Williams,"52 Oak Street, Belfast",2025-02-26T15:00:40.000000,LEGAL,LEG VERIF 2
36810,Maria Martinez,"81 Riverside Drive, Belfast",2025-05-20T04:03:49.000000,COLLECTIONS,CASSIST2
37628,Maria Johnson,"30 Pine Road, Cork",2025-09-03T22:36:52.000000,LEGAL,LEG_NOT
37744,Sophia Miller,"115 Oak Street, Limerick",2025-09-16T02:52:34.000000,COLLECTIONS,CANCEL2
37781,David Wilson,"105 Riverside Drive, Belfast",2025-11-20T13:58:43.000000,LEGAL,LEG VERIF 1
37798,Sarah Wilson,"54 Elm Street, Cork",2025-07-12T07:01:54.000000,COLLECTIONS,TELSOLUTIONS4
37988,Olivia Martinez,"80 Sunset Boulevard, Belfast",2025-10-06T06:44:39.000000,COLLECTIONS,TELSOLUTIONS4
38621,John Wilson,"37 Maple Avenue, Dublin",2025-01-13T22:39:23.000000,COLLECTIONS,TELSOLUTIONS1
38899,Laura Smith,"119 Sunset Boulevard, Waterford",2025-03-24T18:24:19.000000,LEGAL,LEG VERIF 2
38921,David Rodriguez,"132 Pine Road, Belfast",2025-08-12T18:29:45.000000,COLLECTIONS,TELSOLUTIONS4
39116,Olivia Johnson,"62 Oak Street, Cork",2025-08-03T20:52:07.000000,LEGAL,LEG_TIT
39175,Laura Wilson,"123 Elm Street, Kilkenny",2025-10-18T15:26:00.000000,COLLECTIONS,CASSIST2
39313,John Jones,"90 Riverside Drive, Waterford",2025-06-23T11:30:52.000000,LEGAL,LEG VERIF 2
39453,James Smith,"166 Cedar Lane, Limerick",2025-04-21T13:02:29.000000,LEGAL,LEG VERIF 2
39629,Michael Jones,"178 Cedar Lane, Sligo",2025-09-11T01:43:26.000000,LEGAL,LEG_TIT
39643,Emma Davis,"33 Elm Street, Cork",2025-08-31T17:42:09.000000,LEGAL,HOLD FO
39776,Maria Davis,"113 Maple Avenue, Kilkenny",2025-01-12T00:13:32.000000,COLLECTIONS,CASSIST2
39966,Alex Johnson,"2 Riverside Drive, Limerick",2025-02-21T03:47:21.000000,LEGAL,HOLD FO
40079,Sarah Wilson,"112 Elm Street, Belfast",2025-06-16T18:34:45.000000,LEGAL,LEG_NOT
40198,Alex Williams,"6 Maple Avenue, Kilkenny",2025-11-23T03:15:51.000000,COLLECTIONS,CANCEL4
40540,Daniel Martinez,"168 Pine Road, Cork",2025-04-27T11:48:19.000000,COLLECTIONS,PAY OVER
40659,Sophia Rodriguez,"173 Sunset Boulevard, Kilkenny",2025-08-16T08:20:20.000000,LEGAL,LEG_TIT
40733,Daniel Miller,"77 Cedar Lane, Belfast",2025-07-22T08:52:14.000000,COLLECTIONS,CASSIST2
40856,Alex Rodriguez,"39 Elm Street, Sligo",2025-03-19T13:42:39.000000,LEGAL,LEG VERIF 2
40987,Sophia Martinez,"72 Pine Road, Cork",2025-06-14T08:52:01.000000,COLLECTIONS,TELSOLUTIONS1
41740,John Johnson,"78 Cedar Lane, Dublin",2025-04-28T03:33:29.000000,LEGAL,LEG_NOT
41979,Daniel Williams,"168 Elm Street, Cork",2025-11-06T10:01:46.000000,COLLECTIONS,CASSIST2
42252,Sophia Johnson,"150 Sunset Boulevard, Kilkenny",2025-10-08T19:42:49.000000,COLLECTIONS,TELSOLUTIONS4
42371,David Williams,"102 Elm Street, Belfast",2025-02-27T08:01:43.000000,COLLECTIONS,CANCEL2
42494,Olivia Rodriguez,"146 Pine Road, Waterford",2025-11-10T23:49:33.000000,COLLECTIONS,PRIME
43314,Michael Miller,"13 Elm Street, Belfast",2025-11-14T15:41:23.000000,COLLECTIONS,PRIME
43403,Laura Brown,"183 Hillcrest Road, Dublin",2025-10-02T19:09:02.000000,LEGAL,LEG_TIT
43882,David Smith,"20 Sunset Boulevard, Belfast",2025-11-01T07:56:52.000000,COLLECTIONS,CASSIST2
44060,Sarah Davis,"151 Cedar Lane, Kilkenny",2025-10-08T16:10:53.000000,LEGAL,LEG_NOT
44286,Sophia Davis,"160 Cedar Lane, Cork",2025-06-22T10:14:42.000000,LEGAL,HOLD FO
44289,Michael Miller,"68 Riverside Drive, Galway",2025-10-27T06:29:00.000000,LEGAL,LEG VERIF 1
44502,Maria Williams,"27 Elm Street, Kilkenny",2025-11-11T07:34:16.000000,COLLECTIONS,CANCEL4
45393,Emma Wilson,"84 Sunset Boulevard, Galway",2025-08-08T02:06:34.000000,COLLECTIONS,CANCEL4
45495,Michael Smith,"140 Elm Street, Kilkenny",2025-08-26T19:41:50.000000,COLLECTIONS,TELSOLUTIONS4
45539,James Johnson,"88 Maple Avenue, Sligo",2025-11-01T16:04:29.000000,LEGAL,HOLD FO
45571,Emma Martinez,"93 Cedar Lane, Limerick",2025-06-20T20:45:36.000000,LEGAL,HOLD FO
46155,Sophia Smith,"130 Cedar Lane, Galway",2025-01-11T22:39:42.000000,LEGAL,HOLD FO
46494,Laura Johnson,"178 Cedar Lane, Sligo",2025-07-09T13:50:06.000000,LEGAL,LEG_NOT
46545,David Davis,"101 Sunset Boulevard, Waterford",2025-07-28T17:35:24.000000,COLLECTIONS,PAY OVER
46588,Laura Miller,"68 Cedar Lane, Dublin",2025-07-12T05:31:10.000000,COLLECTIONS,CANCEL2
46662,Michael Johnson,"87 Elm Street, Kilkenny",2025-10-31T19:59:08.000000,LEGAL,HOLD FO
46986,James Martinez,"81 Hillcrest Road, Belfast",2025-05-30T22:44:51.000000,LEGAL,LEG_NOT
46992,James Williams,"15 Cedar Lane, Dublin",2025-08-28T05:35:10.000000,LEGAL,LEG VERIF 1
47103,Daniel Davis,"33 Pine Road, Sligo",2025-10-22T05:45:19.000000,COLLECTIONS,PAY OVER
47450,Olivia Smith,"2 Cedar Lane, Limerick",2025-07-20T18:20:55.000000,LEGAL,LEG VERIF 2
47532,Sophia Jones,"89 Riverside Drive, Sligo",2025-10-14T22:32:07.000000,COLLECTIONS,CASSIST2
47801,John Johnson,"44 Cedar Lane, Dublin",2025-06-23T19:11:59.000000,LEGAL,LEG_TIT
47808,James Garcia,"200 Elm Street, Belfast",2025-03-30T12:12:48.000000,LEGAL,LEG_NOT
47862,James Williams,"77 Riverside Drive, Galway",2025-10-06T11:16:02.000000,LEGAL,LEG_NOT
47933,Emma Brown,"79 Elm Street, Kilkenny",2025-11-01T22:44:48.000000,COLLECTIONS,CANCEL4
47984,Sarah Brown,"111 Riverside Drive, Kilkenny",2025-07-10T02:28:05.000000,COLLECTIONS,TELSOLUTIONS4
48354,Michael Smith,"186 Sunset Boulevard, Kilkenny",2025-08-11T00:35:24.000000,LEGAL,LEG VERIF 2
48388,Alex Smith,"63 Hillcrest Road, Limerick",2025-04-08T08:53:41.000000,COLLECTIONS,TELSOLUTIONS4
48606,John Martinez,"33 Elm Street, Waterford",2025-08-18T05:27:59.000000,LEGAL,HOLD FO
48786,Sophia Martinez,"56 Hillcrest Road, Dublin",2025-07-13T07:01:19.000000,COLLECTIONS,CANCEL4
48880,Alex Martinez,"85 Pine Road, Kilkenny",2025-06-24T16:31:52.000000,LEGAL,LEG_NOT
49823,Alex Jones,"1 Maple Avenue, Belfast",2025-07-06T07:30:23.000000,COLLECTIONS,PAY OVER
49999,James Miller,"47 Riverside Drive, Limerick",2025-07-10T14:15:04.000000,LEGAL,LEG VERIF 1
50515,Sarah Miller,"153 Pine Road, Limerick",2025-10-20T02:39:49.000000,LEGAL,LEG VERIF 1
50973,Emma Miller,"128 Maple Avenue, Galway",2025-06-11T18:17:23.000000,COLLECTIONS,CASSIST2
51089,Laura Garcia,"41 Maple Avenue, Galway",2025-11-14T16:15:03.000000,COLLECTIONS,CANCEL4
51216,Olivia Martinez,"180 Pine Road, Waterford",2025-09-17T02:56:02.000000,LEGAL,LEG_TIT
51246,Sarah Williams,"142 Oak Street, Limerick",2025-08-26T20:32:13.000000,COLLECTIONS,PRIME
51596,James Rodriguez,"150 Oak Street, Sligo",2025-11-19T01:50:55.000000,LEGAL,LEG_NOT
52017,Maria Wilson,"152 Riverside Drive, Sligo",2025-08-26T15:03:35.000000,LEGAL,LEG_NOT
52087,Maria Brown,"120 Hillcrest Road, Belfast",2025-05-30T18:32:01.000000,LEGAL,LEG VERIF 2
52137,David Brown,"158 Cedar Lane, Sligo",2025-10-27T10:15:50.000000,COLLECTIONS,CANCEL2
52436,Michael Rodriguez,"82 Elm Street, Waterford",2025-09-14T16:38:28.000000,COLLECTIONS,TELSOLUTIONS4
52609,Sophia Brown,"53 Pine Road, Limerick",2025-08-25T02:51:43.000000,COLLECTIONS,TELSOLUTIONS4
52697,Sarah Davis,"39 Hillcrest Road, Sligo",2025-08-04T01:43:08.000000,COLLECTIONS,PAY OVER
53016,Laura Johnson,"197 Oak Street, Belfast",2025-08-07T03:59:12.000000,COLLECTIONS,TELSOLUTIONS4
53017,Daniel Smith,"120 Hillcrest Road, Belfast",2025-07-20T22:18:57.000000,LEGAL,LEG VERIF 2
53131,Emma Garcia,"41 Elm Street, Sligo",2025-07-31T07:31:59.000000,LEGAL,HOLD FO
54275,Alex Jones,"90 Oak Street, Sligo",2025-08-05T22:50:05.000000,COLLECTIONS,PRIME_D
54296,Alex Garcia,"135 Oak Street, Belfast",2025-09-16T18:55:50.000000,COLLECTIONS,CANCEL2
54341,Michael Davis,"164 Maple Avenue, Belfast",2025-05-26T18:13:04.000000,LEGAL,HOLD FO
54549,Olivia Miller,"41 Hillcrest Road, Kilkenny",2025-05-30T22:19:17.000000,LEGAL,HOLD FO
54718,Emma Davis,"115 Oak Street, Sligo",2025-06-24T16:06:13.000000,COLLECTIONS,CANCEL2
54765,Daniel Johnson,"88 Maple Avenue, Galway",2025-04-27T05:05:58.000000,LEGAL,LEG_TIT
54885,Olivia Williams,"53 Riverside Drive, Galway",2025-07-01T23:44:19.000000,COLLECTIONS,CANCEL4
55030,Olivia Martinez,"8 Elm Street, Sligo",2025-03-24T02:54:16.000000,LEGAL,HOLD FO
55044,Emma Wilson,"74 Riverside Drive, Galway",2025-10-05T07:57:50.000000,LEGAL,HOLD FO
55047,James Martinez,"78 Pine Road, Waterford",2025-11-05T06:30:46.000000,LEGAL,LEG VERIF 1
55200,Maria Johnson,"134 Elm Street, Galway",2025-04-22T22:45:55.000000,COLLECTIONS,CANCEL2
55558,James Wilson,"110 Sunset Boulevard, Sligo",2025-04-26T07:12:18.000000,COLLECTIONS,PAY OVER
55992,John Miller,"18 Sunset Boulevard, Galway",2025-05-28T23:48:49.000000,COLLECTIONS,TELSOLUTIONS4
56961,John Brown,"83 Riverside Drive, Galway",2025-10-27T07:50:05.000000,COLLECTIONS,TELSOLUTIONS1
57074,James Jones,"76 Sunset Boulevard, Dublin",2025-09-01T20:18:56.000000,COLLECTIONS,PRIME
57417,Daniel Smith,"175 Hillcrest Road, Limerick",2025-06-29T00:53:02.000000,COLLECTIONS,TELSOLUTIONS4
57663,John Johnson,"101 Oak Street, Belfast",2025-11-09T19:41:46.000000,LEGAL,LEG_TIT
57726,John Davis,"22 Cedar Lane, Belfast",2025-06-20T20:32:27.000000,COLLECTIONS,CANCEL4
57819,John Garcia,"141 Elm Street, Sligo",2025-07-02T00:58:51.000000,COLLECTIONS,CANCEL4
58064,Emma Williams,"123 Elm Street, Waterford",2025-05-24T16:43:57.000000,COLLECTIONS,CANCEL2
58120,Alex Jones,"138 Riverside Drive, Kilkenny",2025-06-26T03:10:58.000000,COLLECTIONS,PAY OVER
58244,Emma Wilson,"6 Hillcrest Road, Limerick",2025-11-19T16:09:34.000000,COLLECTIONS,PRIME_D
58434,James Rodriguez,"134 Maple Avenue, Belfast",2025-11-08T23:22:00.000000,COLLECTIONS,PAY OVER
58473,Sophia Brown,"162 Elm Street, Galway",2025-05-14T02:14:08.000000,COLLECTIONS,TELSOLUTIONS1
58892,Maria Johnson,"192 Cedar Lane, Dublin",2025-10-25T03:07:26.000000,LEGAL,LEG VERIF 2
59344,Olivia Jones,"160 Sunset Boulevard, Limerick",2025-07-02T02:58:34.000000,COLLECTIONS,PRIME
59399,Michael Jones,"5 Hillcrest Road, Kilkenny",2025-10-29T07:39:56.000000,COLLECTIONS,PRIME
59505,Daniel Wilson,"113 Pine Road, Limerick",2025-09-21T00:49:38.000000,COLLECTIONS,TELSOLUTIONS4
59639,Emma Miller,"19 Riverside Drive, Dublin",2025-08-11T02:47:06.000000,LEGAL,LEG_TIT
59940,James Smith,"74 Elm Street, Kilkenny",2025-09-15T07:46:43.000000,COLLECTIONS,TELSOLUTIONS1
60001,Alex Brown,"57 Cedar Lane, Kilkenny",2025-01-27T01:17:44.000000,LEGAL,HOLD FO
60048,Sophia Williams,"132 Hillcrest Road, Waterford",2025-01-17T00:11:35.000000,COLLECTIONS,TELSOLUTIONS4
60199,Sophia Brown,"114 Sunset Boulevard, Limerick",2025-03-09T07:15:36.000000,COLLECTIONS,PRIME
60663,Maria Smith,"86 Hillcrest Road, Cork",2025-08-26T09:56:53.000000,LEGAL,HOLD FO
60840,James Miller,"74 Riverside Drive, Limerick",2025-09-22T05:11:19.000000,COLLECTIONS,TELSOLUTIONS4
61279,Maria Smith,"51 Maple Avenue, Dublin",2025-11-05T10:25:53.000000,LEGAL,LEG VERIF 1
61550,Maria Brown,"98 Riverside Drive, Galway",2025-05-29T08:50:03.000000,COLLECTIONS,CANCEL4
61582,David Garcia,"77 Riverside Drive, Belfast",2025-09-13T13:53:42.000000,LEGAL,HOLD FO
61708,John Davis,"142 Elm Street, Dublin",2025-09-23T22:57:38.000000,LEGAL,LEG_NOT
61934,Sarah Johnson,"36 Maple Avenue, Cork",2025-09-16T13:07:35.000000,COLLECTIONS,CANCEL2
62345,Laura Miller,"189 Cedar Lane, Cork",2025-08-02T09:00:00.000000,COLLECTIONS,PRIME_D
